id,price,number_of_reviews,No_of_days_booked_per_year,occupany_rate
20560393,100,118,255.0,70.0
20560827,25,2,18.0,5.0
20561343,141,72,153.0,42.0
20561482,45,191,255.0,70.0
20561531,57,238,255.0,70.0
20561562,36,0,0.0,0.0
20563836,110,84,255.0,70.0
20567027,68,0,0.0,0.0
20572908,298,98,215.0,59.0
20573900,99,47,135.0,37.0
20574197,114,9,51.0,14.0
20574355,130,125,255.0,70.0
20575088,65,0,0.0,0.0
20575494,80,23,29.0,8.0
20577626,80,0,0.0,0.0
20577950,179,41,185.0,50.7
20578395,76,23,106.0,29.0
20579913,90,2,11.0,3.0
20581356,121,32,110.0,30.0
20581721,53,0,0.0,0.0
20588182,199,69,150.0,41.0
20590353,65,19,91.0,25.0
20591356,45,6,29.0,8.0
20591560,150,54,139.0,38.0
20592959,130,23,44.0,12.0
20593234,119,1,5.0,1.3
20593493,49,147,255.0,70.0
20593517,127,20,113.0,31.0
20594754,60,155,255.0,70.0
20595506,70,10,44.0,12.0
20596062,65,14,69.0,19.0
20596159,125,0,0.0,0.0
20597395,43,1,4.0,1.0
20599196,60,11,73.0,20.0
20603767,76,13,62.0,17.0
20606415,60,1,255.0,70.0
20606497,700,28,183.0,50.0
20606953,121,1,7.0,2.0
20608858,396,3,18.0,5.0
20609727,56,0,0.0,0.0
20611881,22,0,0.0,0.0
20613421,133,42,172.0,47.0
20613438,65,12,40.0,11.0
20616019,148,60,95.0,26.0
20618812,100,49,164.0,45.0
20621099,890,14,73.0,20.0
20622307,116,19,136.0,37.3
20622812,110,46,106.0,29.0
20625701,148,60,237.0,65.0
20625899,136,84,255.0,70.0
20626572,199,0,0.0,0.0
20627683,121,36,95.0,26.0
20629378,130,25,58.0,16.0
20635094,150,1,4.0,1.0
20639195,250,7,11.0,3.0
20639670,121,0,0.0,0.0
20639926,121,88,255.0,70.0
20640875,125,173,255.0,70.0
20642178,125,26,58.0,16.0
20642769,182,84,248.0,68.0
20643257,150,39,95.0,26.0
20645310,134,31,106.0,29.0
20654808,121,0,0.0,0.0
20655986,199,1,0.0,0.0
20656132,335,36,40.0,11.0
20656732,150,7,11.0,3.0
20659271,189,6,22.0,6.0
20659790,300,1,0.0,0.0
20660140,179,26,122.0,33.3
20660801,110,4,11.0,3.0
20664688,155,114,255.0,70.0
20666159,79,39,186.0,51.0
20666676,1188,1,8.0,2.3
20667210,121,13,51.0,14.0
20667700,81,0,0.0,0.0
20668832,145,22,110.0,30.0
20669978,168,76,215.0,59.0
20670038,43,20,110.0,30.0
20670279,450,3,15.0,4.0
20671234,90,3,24.0,6.7
20679553,40,3,0.0,0.0
20680033,99,119,255.0,70.0
20680619,430,1,0.0,0.0
20681484,850,13,22.0,6.0
20681923,141,71,179.0,49.0
20682528,801,23,58.0,16.0
20684516,110,4,18.0,5.0
20685317,49,49,37.0,10.0
20685537,318,50,131.0,36.0
20695107,250,82,186.0,51.0
20695841,90,6,22.0,6.0
20696323,155,97,230.0,63.0
20696611,125,72,168.0,46.0
20697266,49,4,18.0,5.0
20698130,189,113,255.0,70.0
20698343,110,38,117.0,32.0
20699812,128,29,84.0,23.0
20700153,45,0,0.0,0.0
20700547,110,76,183.0,50.0
20701900,598,5,26.0,7.0
20702671,100,2,11.0,3.0
20706117,70,0,0.0,0.0
20712049,179,17,55.0,15.0
20712593,180,0,0.0,0.0
20713190,100,0,0.0,0.0
20714094,139,73,153.0,42.0
20717424,210,132,255.0,70.0
20719354,98,139,255.0,70.0
20727563,45,2,73.0,20.0
20732261,49,27,131.0,36.0
20732373,94,29,255.0,70.0
20733136,148,40,117.0,32.0
20733726,168,43,142.0,39.0
20735372,49,2,67.0,18.3
20735614,60,117,255.0,70.0
20736797,349,1,4.0,1.0
20736990,134,110,255.0,70.0
20737164,0,24,67.0,18.3
20746420,235,1,7.0,2.0
20747717,49,20,88.0,24.0
20747942,65,3,15.0,4.0
20748919,46,2,4.0,1.0
20750787,125,73,219.0,60.0
20751453,49,2,11.0,3.0
20752186,189,139,255.0,70.0
20760709,39,2,11.0,3.0
20760753,125,78,164.0,45.0
20761928,79,12,26.0,7.0
20763396,179,53,95.0,26.0
20764883,70,1,4.0,1.0
20765272,76,7,40.0,11.0
20767799,141,0,0.0,0.0
20767932,124,137,255.0,70.0
20768109,114,92,248.0,68.0
20769094,76,1,7.0,2.0
20769837,150,27,66.0,18.0
20770060,150,17,55.0,15.0
20772182,158,31,161.0,44.0
20774062,45,0,0.0,0.0
20774064,165,116,255.0,70.0
20774585,161,1,17.0,4.7
20774768,121,37,77.0,21.0
20775133,37,3,15.0,4.0
20775564,110,12,79.0,21.7
20777297,185,24,189.0,51.7
20777618,148,117,255.0,70.0
20779222,20,0,0.0,0.0
20779265,100,50,201.0,55.0
20779387,97,0,0.0,0.0
20781007,99,5,102.0,28.0
20785645,100,1,8.0,2.3
20786595,150,9,19.0,5.3
20786690,306,6,12.0,3.3
20789495,134,13,91.0,25.0
20793264,70,47,15.0,4.0
20794109,48,0,0.0,0.0
20794422,134,113,255.0,70.0
20794821,121,40,128.0,35.0
20795132,56,2,15.0,4.0
20796959,150,1,15.0,4.0
20803128,249,7,37.0,10.0
20804928,85,89,255.0,70.0
20804988,90,0,0.0,0.0
20805841,60,73,223.0,61.0
20805883,113,1,4.0,1.0
20805914,450,0,0.0,0.0
20806284,121,32,142.0,39.0
20806396,151,37,204.0,56.0
20807167,48,69,190.0,52.0
20807455,360,47,62.0,17.0
20808665,59,21,44.0,12.0
20809866,49,2,22.0,6.0
20810308,49,2,43.0,11.7
20812528,240,27,230.0,63.0
20817475,121,2,11.0,3.0
20819153,48,4,29.0,8.0
20822534,65,0,0.0,0.0
20822702,70,11,40.0,11.0
20831698,125,0,0.0,0.0
20835319,150,5,26.0,7.0
20836391,80,3,15.0,4.0
20836655,20,0,0.0,0.0
20836796,128,0,0.0,0.0
20837190,70,27,102.0,28.0
20837809,73,222,255.0,70.0
20838867,90,2,11.0,3.0
20840383,90,8,40.0,11.0
20841566,175,32,55.0,15.0
20841671,125,56,124.0,34.0
20842518,45,0,0.0,0.0
20847757,199,36,88.0,24.0
20848054,141,69,255.0,70.0
20850041,70,58,113.0,31.0
20850405,300,98,193.0,53.0
20852209,29,36,146.0,40.0
20852225,40,3,68.0,18.7
20852956,113,105,186.0,51.0
20863498,110,71,204.0,56.0
20864094,250,48,168.0,46.0
20864648,162,55,201.0,55.0
20865039,79,0,0.0,0.0
20866447,130,84,234.0,64.0
20867371,80,1,0.0,0.0
20867523,20,9,44.0,12.0
20868741,138,45,153.0,42.0
20871718,300,51,252.0,69.0
20874069,250,0,0.0,0.0
20875394,134,62,88.0,24.0
20876158,45,0,0.0,0.0
20876708,349,10,47.0,13.0
20877524,184,40,80.0,22.0
20878223,65,40,157.0,43.0
20878509,75,3,15.0,4.0
20878975,121,0,0.0,0.0
20879533,250,140,255.0,70.0
20880279,80,0,0.0,0.0
20886467,65,45,84.0,23.0
20887753,60,35,110.0,30.0
20888672,73,64,146.0,40.0
20889289,161,86,255.0,70.0
20890930,90,41,161.0,44.0
20891668,59,5,11.0,3.0
20891689,199,77,146.0,40.0
20891726,610,4,18.0,5.0
20893529,250,2,17.0,4.7
20895817,114,24,84.0,23.0
20897210,49,7,37.0,10.0
20902039,150,9,43.0,11.7
20904169,79,73,212.0,58.0
20904879,444,129,255.0,70.0
20906298,280,4,22.0,6.0
20909552,30,8,40.0,11.0
20910116,85,10,47.0,13.0
20918607,331,44,99.0,27.0
20919796,179,110,255.0,70.0
20922074,148,126,255.0,70.0
20922729,182,1,4.0,1.0
20923586,159,30,120.0,33.0
20924495,105,49,234.0,64.0
20925091,76,51,91.0,25.0
20926151,145,45,91.0,25.0
20931181,60,1,8.0,2.3
20932888,68,0,0.0,0.0
20935863,49,4,22.0,6.0
20936053,150,2,11.0,3.0
20938586,56,1,4.0,1.0
20941123,59,104,255.0,70.0
20941322,49,0,0.0,0.0
20946300,100,27,77.0,21.0
20947881,161,73,135.0,37.0
20949512,99,0,0.0,0.0
20949957,168,26,99.0,27.0
20949996,90,286,255.0,70.0
20950128,130,30,73.0,20.0
20952327,49,3,22.0,6.0
20952440,180,104,255.0,70.0
20952986,20,1,8.0,2.3
20959914,63,5,15.0,4.0
20960323,49,1,4.0,1.0
20960524,121,130,255.0,70.0
20961066,119,199,255.0,70.0
20961313,199,61,84.0,23.0
20961380,49,102,255.0,70.0
20961567,80,3,15.0,4.0
20961618,159,19,47.0,13.0
20962986,32,4,18.0,5.0
20963217,161,2,11.0,3.0
20964134,128,142,255.0,70.0
20968234,175,5,29.0,8.0
20969894,93,56,150.0,41.0
20970787,49,1,5.0,1.3
20971382,45,14,51.0,14.0
20971600,168,42,66.0,18.0
20972151,60,0,0.0,0.0
20973191,94,2,15.0,4.0
20974660,179,0,0.0,0.0
20982456,60,3,15.0,4.0
20983190,210,66,175.0,48.0
20983273,121,45,219.0,60.0
20983521,130,17,223.0,61.0
20984296,192,101,255.0,70.0
20984359,250,12,51.0,14.0
20984639,94,31,124.0,34.0
20985143,68,17,91.0,25.0
20985741,546,2,11.0,3.0
20985985,134,1,4.0,1.0
20987046,196,1,7.0,2.0
20987056,134,0,0.0,0.0
20987370,65,93,186.0,51.0
20988534,155,62,117.0,32.0
20988887,26,2,15.0,4.0
20988894,170,27,44.0,12.0
20990318,169,4,43.0,11.7
20997345,142,26,139.0,38.0
20998040,281,7,15.0,4.0
20999036,190,119,255.0,70.0
20999080,60,135,255.0,70.0
20999255,250,36,164.0,45.0
20999459,83,1,7.0,2.0
20999789,114,63,255.0,70.0
21000155,661,1,4.0,1.0
21000547,30,98,226.0,62.0
21002295,76,24,37.0,10.0
21002913,450,86,172.0,47.0
21003270,161,43,255.0,70.0
21003571,65,26,55.0,15.0
21004599,134,17,152.0,41.7
21005987,128,66,139.0,38.0
21006608,249,3,7.0,2.0
21012274,99,120,255.0,70.0
21012447,100,4,55.0,15.0
21013045,106,72,212.0,58.0
21013424,125,174,255.0,70.0
21013561,136,77,245.0,67.0
21015106,56,0,0.0,0.0
21015395,49,21,37.0,10.0
21015801,63,119,255.0,70.0
21016540,56,5,62.0,17.0
21018016,130,24,55.0,15.0
21018624,57,10,73.0,20.0
21027402,475,3,18.0,5.0
21028326,295,17,26.0,7.0
21028393,85,29,69.0,19.0
21028947,130,35,80.0,22.0
21029361,260,1,7.0,2.0
21030189,170,31,213.0,58.3
21031463,25,21,106.0,29.0
21032551,100,53,161.0,44.0
21035253,80,1,7.0,2.0
21035543,40,1,255.0,70.0
21036206,128,97,237.0,65.0
21036652,198,69,186.0,51.0
21044096,400,105,237.0,65.0
21044820,140,103,255.0,70.0
21046541,40,0,0.0,0.0
21050627,127,33,110.0,30.0
21051087,78,15,80.0,22.0
21051864,150,60,168.0,46.0
21055464,128,20,26.0,7.0
21055894,148,10,4.0,1.0
21056805,275,48,146.0,40.0
21057950,1000,0,0.0,0.0
21058934,70,149,255.0,70.0
21059872,36,118,255.0,70.0
21059884,94,38,77.0,21.0
21059928,250,15,33.0,9.0
21061747,40,23,110.0,30.0
21061917,77,7,255.0,70.0
21062819,100,11,58.0,16.0
21068130,235,24,51.0,14.0
21068245,93,1,4.0,1.0
21068363,148,28,44.0,12.0
21069325,25,27,135.0,37.0
21069595,199,1,4.0,1.0
21070026,36,0,0.0,0.0
21072192,117,4,18.0,5.0
21072637,45,0,0.0,0.0
21072793,490,1,4.0,1.0
21073188,60,11,61.0,16.7
21080412,501,0,0.0,0.0
21080573,87,2,120.0,33.0
21081333,125,3,11.0,3.0
21081785,150,0,0.0,0.0
21081913,39,7,37.0,10.0
21082817,63,93,186.0,51.0
21083506,100,9,55.0,15.0
21084320,400,0,0.0,0.0
21085126,43,38,77.0,21.0
21086355,380,1,4.0,1.0
21094566,250,1,4.0,1.0
21095073,450,2,15.0,4.0
21098039,179,6,29.0,8.0
21098377,80,2,4.0,1.0
21098652,179,3,40.0,11.0
21098890,159,11,37.0,10.0
21098953,168,9,33.0,9.0
21098956,219,4,18.0,5.0
21099017,114,0,0.0,0.0
21099599,100,0,0.0,0.0
21100277,83,57,150.0,41.0
21102165,77,78,255.0,70.0
21102784,99,150,255.0,70.0
21107018,99,109,255.0,70.0
21110233,130,340,255.0,70.0
21111534,110,6,33.0,9.0
21113918,110,90,255.0,70.0
21114494,48,11,37.0,10.0
21116467,179,30,91.0,25.0
21117597,76,58,146.0,40.0
21118598,85,0,0.0,0.0
21118941,311,0,0.0,0.0
21118969,258,23,44.0,12.0
21122422,170,101,255.0,70.0
21127174,165,49,69.0,19.0
21127493,68,21,69.0,19.0
21128980,79,27,122.0,33.3
21130001,161,132,255.0,70.0
21130828,70,5,34.0,9.3
21131357,76,60,172.0,47.0
21132427,59,0,0.0,0.0
21132791,114,0,0.0,0.0
21132878,250,63,164.0,45.0
21140240,151,38,22.0,6.0
21142148,90,38,95.0,26.0
21142212,1000,0,0.0,0.0
21145215,99,0,0.0,0.0
21145903,76,41,33.0,9.0
21153558,300,60,157.0,43.0
21154787,148,1,7.0,2.0
21156945,144,131,255.0,70.0
21157165,90,61,255.0,70.0
21157356,107,3,15.0,4.0
21157490,125,48,135.0,37.0
21163433,49,0,0.0,0.0
21164038,59,0,0.0,0.0
21164367,0,26,44.0,12.0
21164374,65,1,6.0,1.7
21164435,53,21,58.0,16.0
21164561,68,11,58.0,16.0
21164693,0,9,146.0,40.0
21165080,66,3,18.0,5.0
21165782,190,221,255.0,70.0
21165931,121,1,8.0,2.3
21166248,45,78,223.0,61.0
21166616,100,2,11.0,3.0
21168821,399,17,77.0,21.0
21168939,25,0,0.0,0.0
21175173,121,0,0.0,0.0
21175436,578,0,0.0,0.0
21177183,49,68,219.0,60.0
21178251,66,2,11.0,3.0
21178632,141,2,11.0,3.0
21178832,105,8,37.0,10.0
21179238,235,80,215.0,59.0
21180683,138,296,255.0,70.0
21181033,76,1,7.0,2.0
21181435,100,7,40.0,11.0
21191805,198,76,255.0,70.0
21192991,91,43,120.0,33.0
21193798,49,65,204.0,56.0
21194478,219,55,106.0,29.0
21198056,141,104,241.0,66.0
21205340,130,1,24.0,6.7
21206201,108,164,255.0,70.0
21207651,219,17,66.0,18.0
21208732,150,1,12.0,3.3
21216604,121,0,0.0,0.0
21217477,104,13,40.0,11.0
21219516,110,10,51.0,14.0
21220141,60,2,15.0,4.0
21221999,97,14,40.0,11.0
21223748,60,1,122.0,33.3
21224486,53,96,255.0,70.0
21225247,170,11,58.0,16.0
21227099,199,13,69.0,19.0
21232818,124,132,255.0,70.0
21233342,124,127,255.0,70.0
21233433,124,141,255.0,70.0
21233960,116,79,179.0,49.0
21236035,77,0,0.0,0.0
21236676,105,97,245.0,67.0
21244383,85,97,255.0,70.0
21245263,161,99,255.0,70.0
21245561,25,2,15.0,4.0
21246334,43,20,40.0,11.0
21247113,65,38,197.0,54.0
21247897,89,126,255.0,70.0
21247945,49,14,62.0,17.0
21248202,56,0,0.0,0.0
21249101,139,140,255.0,70.0
21250456,249,184,255.0,70.0
21253552,199,25,77.0,21.0
21253667,90,66,142.0,39.0
21253997,246,0,0.0,0.0
21254603,130,4,22.0,6.0
21254927,400,3,15.0,4.0
21255047,400,0,0.0,0.0
21255753,99,45,197.0,54.0
21255822,110,1,7.0,2.0
21255894,219,43,153.0,42.0
21256049,110,80,146.0,40.0
21257275,258,135,255.0,70.0
21257651,40,7,40.0,11.0
21258053,90,42,161.0,44.0
21258838,90,1,7.0,2.0
21260993,155,128,255.0,70.0
21266314,76,125,255.0,70.0
21269119,90,3,24.0,6.7
21270374,145,215,255.0,70.0
21270496,80,4,22.0,6.0
21279527,150,6,34.0,9.3
21281420,141,8,37.0,10.0
21282003,249,5,24.0,6.7
21282776,49,12,58.0,16.0
21282915,139,6,43.0,11.7
21282977,56,14,69.0,19.0
21283485,150,1,4.0,1.0
21283779,399,23,201.0,55.0
21284500,148,65,131.0,36.0
21286164,199,37,142.0,39.0
21287118,595,20,146.0,40.0
21287503,39,1,17.0,4.7
21287670,70,6,18.0,5.0
21288565,141,26,183.0,50.0
21289214,169,46,161.0,44.0
21289402,36,0,0.0,0.0
21291523,145,64,168.0,46.0
21293067,121,11,44.0,12.0
21296656,59,23,58.0,16.0
21297557,61,0,0.0,0.0
21297941,49,7,40.0,11.0
21298588,501,12,33.0,9.0
21298788,25,0,0.0,0.0
21299517,49,2,15.0,4.0
21300525,70,0,0.0,0.0
21300841,196,48,117.0,32.0
21302039,179,3,18.0,5.0
21302138,100,57,135.0,37.0
21302702,87,1,7.0,2.0
21311231,175,90,219.0,60.0
21313066,275,0,0.0,0.0
21313078,56,2,11.0,3.0
21313702,175,4,18.0,5.0
21313831,93,0,0.0,0.0
21314986,80,0,0.0,0.0
21315337,121,23,62.0,17.0
21315521,80,15,80.0,22.0
21315722,128,62,226.0,62.0
21316125,170,65,161.0,44.0
21318695,56,0,0.0,0.0
21320532,76,9,47.0,13.0
21326351,45,24,139.0,38.0
21328220,125,18,80.0,22.0
21328768,60,6,22.0,6.0
21330507,53,0,0.0,0.0
21331633,168,37,255.0,70.0
21332761,150,93,255.0,70.0
21334209,240,165,255.0,70.0
21346039,100,0,0.0,0.0
21346630,22,79,230.0,63.0
21347099,70,6,37.0,10.0
21348197,150,17,69.0,19.0
21348223,34,19,106.0,29.0
21348342,80,6,77.0,21.0
21349686,110,64,186.0,51.0
21349919,160,5,33.0,9.0
21351432,100,0,0.0,0.0
21357392,96,1,7.0,2.0
21357427,49,0,0.0,0.0
21357503,150,52,183.0,50.0
21357534,49,60,135.0,37.0
21359097,70,30,161.0,44.0
21359461,79,47,146.0,40.0
21360038,250,0,0.0,0.0
21360498,264,3,11.0,3.0
21360985,525,0,0.0,0.0
21361307,600,7,18.0,5.0
21361824,110,28,106.0,29.0
21362201,179,103,255.0,70.0
21367497,400,1,17.0,4.7
21368639,70,174,255.0,70.0
21369663,195,19,102.0,28.0
21371026,128,65,164.0,45.0
21371089,99,117,255.0,70.0
21371346,110,3,146.0,40.0
21371836,199,3,22.0,6.0
21371999,359,89,193.0,53.0
21372053,168,108,255.0,70.0
21372450,121,0,0.0,0.0
21372998,175,2,34.0,9.3
21373596,80,14,77.0,21.0
21374043,60,0,0.0,0.0
21376258,230,119,255.0,70.0
21377911,150,85,255.0,70.0
21379762,81,22,255.0,70.0
21382507,199,1,17.0,4.7
21382692,176,19,102.0,28.0
21382790,240,2,17.0,4.7
21383228,178,1,7.0,2.0
21384069,80,22,62.0,17.0
21384592,250,10,55.0,15.0
21384724,141,8,44.0,12.0
21385311,40,3,44.0,12.0
21385443,97,302,255.0,70.0
21385824,267,118,255.0,70.0
21386674,198,25,110.0,30.0
21386807,45,5,26.0,7.0
21387663,51,7,51.0,14.0
21388364,396,101,255.0,70.0
21388595,134,1,7.0,2.0
21389334,148,48,161.0,44.0
21389827,80,17,91.0,25.0
21390572,159,12,33.0,9.0
21396382,76,3,136.0,37.3
21397571,138,20,77.0,21.0
21397876,80,1,4.0,1.0
21398170,199,1,17.0,4.7
21399238,280,67,179.0,49.0
21400301,489,1,7.0,2.0
21400347,49,5,0.0,0.0
21400920,199,0,0.0,0.0
21401011,138,21,77.0,21.0
21401321,121,195,255.0,70.0
21401501,150,0,0.0,0.0
21402430,127,53,95.0,26.0
21403829,95,5,11.0,3.0
21405021,148,39,106.0,29.0
21412210,138,34,113.0,31.0
21413187,49,86,212.0,58.0
21414352,85,18,55.0,15.0
21414795,0,52,146.0,40.0
21414968,121,42,179.0,49.0
21414978,250,0,0.0,0.0
21415318,85,13,73.0,20.0
21415479,65,0,0.0,0.0
21416161,134,96,168.0,46.0
21416412,147,68,193.0,53.0
21416782,49,36,117.0,32.0
21417471,97,22,102.0,28.0
21417482,128,73,223.0,61.0
21419083,29,29,117.0,32.0
21419929,134,38,120.0,33.0
21421890,141,64,237.0,65.0
21427507,90,15,55.0,15.0
21429053,349,7,40.0,11.0
21430497,80,75,223.0,61.0
21431013,80,82,150.0,41.0
21432503,230,48,113.0,31.0
21437405,130,42,18.0,5.0
21438125,199,76,255.0,70.0
21438689,114,4,44.0,12.0
21439139,150,74,139.0,38.0
21440259,121,1,4.0,1.0
21441042,26,2,11.0,3.0
21441432,60,17,113.0,31.0
21441510,190,67,230.0,63.0
21442064,280,103,255.0,70.0
21442242,121,2,11.0,3.0
21443311,62,1,10.0,2.7
21443444,28,0,0.0,0.0
21443519,187,75,255.0,70.0
21449141,121,0,0.0,0.0
21449566,62,2,24.0,6.7
21449997,250,27,150.0,41.0
21450564,80,7,7.0,2.0
21451219,1199,19,44.0,12.0
21451279,150,140,255.0,70.0
21451285,76,1,26.0,7.0
21451465,130,65,234.0,64.0
21451583,93,46,113.0,31.0
21452171,79,3,37.0,10.0
21453124,85,6,44.0,12.0
21453327,130,23,77.0,21.0
21458743,161,5,26.0,7.0
21460879,199,20,22.0,6.0
21461243,195,92,255.0,70.0
21463444,65,52,226.0,62.0
21463576,29,0,0.0,0.0
21463832,150,57,238.0,65.3
21463960,127,91,255.0,70.0
21464616,280,19,88.0,24.0
21464710,49,2,11.0,3.0
21465252,63,0,0.0,0.0
21465737,70,12,51.0,14.0
21466250,121,52,128.0,35.0
21466699,130,6,47.0,13.0
21476833,59,1,7.0,2.0
21476939,700,17,44.0,12.0
21477059,100,1,7.0,2.0
21477388,39,4,22.0,6.0
21477416,49,18,62.0,17.0
21478261,150,102,252.0,69.0
21478386,550,4,30.0,8.3
21478490,110,7,40.0,11.0
21479901,65,6,37.0,10.0
21480254,138,109,255.0,70.0
21480264,100,2,17.0,4.7
21481170,111,81,150.0,41.0
21482761,28,2,11.0,3.0
21488171,110,95,255.0,70.0
21489003,199,1,17.0,4.7
21489052,199,2,26.0,7.0
21489452,185,39,145.0,39.7
21489467,39,20,47.0,13.0
21489697,115,1,15.0,4.0
21489744,148,230,255.0,70.0
21490138,180,12,69.0,19.0
21490671,50,0,47.0,13.0
21491422,110,2,47.0,13.0
21491760,165,3,18.0,5.0
21492147,110,24,255.0,70.0
21492249,559,0,0.0,0.0
21492692,501,3,11.0,3.0
21492824,185,16,91.0,25.0
21493891,70,0,0.0,0.0
21495875,60,19,51.0,14.0
21496278,125,4,15.0,4.0
21496443,40,3,15.0,4.0
21496530,110,43,69.0,19.0
21496583,48,3,15.0,4.0
21503646,139,29,66.0,18.0
21503726,39,10,55.0,15.0
21504074,121,98,208.0,57.0
21504913,148,67,153.0,42.0
21505639,198,106,212.0,58.0
21505897,3400,0,0.0,0.0
21505976,141,1,0.0,0.0
21506050,60,0,0.0,0.0
21506074,150,0,0.0,0.0
21506086,246,5,11.0,3.0
21507004,150,2,122.0,33.3
21508451,159,187,255.0,70.0
21509084,56,2,15.0,4.0
21510557,148,124,255.0,70.0
21511177,62,56,255.0,70.0
21516657,4500,32,110.0,30.0
21516667,34,8,68.0,18.7
21517055,165,1,24.0,6.7
21517661,148,165,255.0,70.0
21518110,300,0,0.0,0.0
21518344,49,17,58.0,16.0
21518633,36,0,0.0,0.0
21518988,94,52,208.0,57.0
21519415,99,0,0.0,0.0
21519782,125,8,55.0,15.0
21519988,90,71,179.0,49.0
21520337,130,19,106.0,29.0
21521167,49,1,49.0,13.3
21523240,110,12,69.0,19.0
21524354,90,0,0.0,0.0
21524924,30,3,43.0,11.7
21528892,100,5,29.0,8.0
21530734,76,62,120.0,33.0
21531235,3599,46,208.0,57.0
21533756,22,0,0.0,0.0
21533829,85,47,208.0,57.0
21539997,119,119,255.0,70.0
21540548,179,140,255.0,70.0
21540767,99,8,183.0,50.0
21540846,70,23,58.0,16.0
21541316,150,159,255.0,70.0
21542386,40,3,18.0,5.0
21542407,94,3,79.0,21.7
21543427,65,64,142.0,39.0
21543942,40,2,29.0,8.0
21550690,250,15,44.0,12.0
21550709,250,1,4.0,1.0
21550815,97,100,252.0,69.0
21551143,97,2,68.0,18.7
21551812,85,13,55.0,15.0
21551924,40,1,11.0,3.0
21553768,119,151,255.0,70.0
21554039,94,13,37.0,10.0
21554059,300,5,22.0,6.0
21554135,95,3,40.0,11.0
21554195,127,89,223.0,61.0
21554715,130,90,241.0,66.0
21555376,56,4,7.0,2.0
21555438,150,66,172.0,47.0
21555736,179,148,255.0,70.0
21556816,99,8,47.0,13.0
21557659,138,104,255.0,70.0
21565616,130,30,51.0,14.0
21566675,400,0,0.0,0.0
21566729,153,94,215.0,59.0
21566933,121,3,7.0,2.0
21567053,81,14,37.0,10.0
21567392,65,27,69.0,19.0
21568757,501,5,24.0,6.7
21571184,97,1,7.0,2.0
21579803,117,2,15.0,4.0
21580420,250,0,0.0,0.0
21581094,155,5,55.0,15.0
21583123,133,41,18.0,5.0
21583293,155,107,255.0,70.0
21583393,161,19,84.0,23.0
21583754,125,34,113.0,31.0
21584522,80,0,0.0,0.0
21585417,100,2,11.0,3.0
21585769,25,0,0.0,0.0
21586755,199,12,69.0,19.0
21587130,376,22,84.0,23.0
21591889,90,0,0.0,0.0
21594823,125,148,255.0,70.0
21595497,76,0,0.0,0.0
21595807,250,1,15.0,4.0
21596139,36,2,11.0,3.0
21596917,87,60,124.0,34.0
21597294,150,44,113.0,31.0
21597733,179,23,113.0,31.0
21597880,70,1,73.0,20.0
21597951,141,47,201.0,55.0
21598034,130,4,34.0,9.3
21601126,255,80,255.0,70.0
21601242,164,14,255.0,70.0
21601394,63,19,51.0,14.0
21601486,362,26,51.0,14.0
21602604,99,75,255.0,70.0
21603584,138,154,255.0,70.0
21610003,179,113,255.0,70.0
21610639,116,124,255.0,70.0
21610828,150,61,73.0,20.0
21611210,130,192,255.0,70.0
21611995,128,50,190.0,52.0
21612258,122,0,0.0,0.0
21612379,190,0,0.0,0.0
21612428,56,15,73.0,20.0
21612744,144,46,172.0,47.0
21613250,90,6,37.0,10.0
21615205,75,38,128.0,35.0
21615402,56,91,255.0,70.0
21616125,77,78,183.0,50.0
21616250,85,5,29.0,8.0
21616438,66,5,29.0,8.0
21616535,40,0,0.0,0.0
21616901,60,1,7.0,2.0
21616921,150,21,80.0,22.0
21617419,90,229,255.0,70.0
21621772,65,96,255.0,70.0
21623025,63,3,30.0,8.3
21623211,51,9,51.0,14.0
21624487,355,6,18.0,5.0
21624605,481,54,110.0,30.0
21625466,43,42,91.0,25.0
21625539,29,5,29.0,8.0
21625815,57,3,18.0,5.0
21627356,145,1,24.0,6.7
21627438,65,0,0.0,0.0
21627590,65,44,117.0,32.0
21627660,60,36,102.0,28.0
21628503,45,2,11.0,3.0
21635644,29,4,22.0,6.0
21636416,56,1,12.0,3.3
21637199,65,1,49.0,13.3
21637238,29,0,0.0,0.0
21640565,45,10,51.0,14.0
21645393,90,67,164.0,45.0
21646095,110,25,62.0,17.0
21647231,85,32,55.0,15.0
21647323,116,11,33.0,9.0
21647510,114,1,10.0,2.7
21647530,114,2,15.0,4.0
21649458,275,7,97.0,26.7
21649684,49,0,0.0,0.0
21649854,125,11,44.0,12.0
21650149,90,0,0.0,0.0
21650223,125,9,15.0,4.0
21650384,300,1,7.0,2.0
21651378,93,41,88.0,24.0
21651615,196,4,22.0,6.0
21654371,121,40,113.0,31.0
21657048,141,1,7.0,2.0
21657631,114,28,255.0,70.0
21657937,80,32,95.0,26.0
21661608,59,2,11.0,3.0
21665260,125,112,255.0,70.0
21665747,400,9,51.0,14.0
21666584,39,10,37.0,10.0
21667337,60,0,0.0,0.0
21667594,90,41,142.0,39.0
21667823,85,86,193.0,53.0
21667933,179,87,248.0,68.0
21668326,68,6,37.0,10.0
21668336,49,3,18.0,5.0
21668463,144,97,230.0,63.0
21668891,45,2,7.0,2.0
21670125,70,3,43.0,11.7
21670289,49,2,7.0,2.0
21670440,190,3,18.0,5.0
21670531,60,0,0.0,0.0
21670637,298,89,255.0,70.0
21671579,100,2,24.0,6.7
